id,ns1:name,ns1:id,ns1:scale,ns1:href,x,y,xunits,yunits,ns1:scale2,ns1:color,ns1:width,ns1:color3,ns1:BalloonStyle,id4,ns1:key,ns1:styleUrl,id5,ns1:name6,ns1:open,ns1:styleUrl7,id8,ns1:name9,ns1:longitude,ns1:latitude,ns1:altitude,ns1:heading,ns1:tilt,ns2:fovy,ns1:range,ns1:altitudeMode,ns1:styleUrl10,ns1:coordinates,ns1:extrude,id11,ns1:name12,ns1:styleUrl13
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0CCBD193B5347FCA4BAB,2500283,0.623472322,41.61313193,149.7745982,359.1233991,0,35,505.7900562,absolute,#__managed_style_02770A3088348A6CBB91,"0.6229506294334297,41.61212509711611,167.3277784566861",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0E9774B2AA347FC9C31B,CATR9861A,0.624958745,41.61377167,164.1576198,359.1234013,0,35,379.8545469,absolute,#__managed_style_02770A3088348A6CBB91,"0.6244753279458148,41.61362334800187,165.0172709788483",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,02E9B67465347FCB8323,143725,0.619580008,41.61353543,188.8508158,359.1233883,0,35,375.1432827,absolute,#__managed_style_02770A3088348A6CBB91,"0.6183961564645046,41.61342013426714,181.5750704527205",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0FD317E08F347FCC2474,CATR9401AY,0.62110035,41.61520053,174.2773959,359.1233849,0,35,245.1344262,absolute,#__managed_style_02770A3088348A6CBB91,"0.6211793567934687,41.61525003753067,198.3798570515835",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0ED97B6327347FCCDF46,2500615,0.620428594,41.61664048,169.1027793,359.1233782,0,35,478.553642,absolute,#__managed_style_02770A3088348A6CBB91,"0.6200948704093734,41.61671240924075,203.9198068355926",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,014F9B8195347FCD7D72,2500410,0.619803633,41.61752378,170.8886656,359.1233738,0,35,1547.369075,absolute,#__managed_style_02770A3088348A6CBB91,"0.621234208480681,41.61787721875641,185.4545410964289",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,029C3EBF28347FCDE7D0,2500973,0.619803633,41.61752378,170.8886656,359.1233738,0,35,1547.369075,absolute,#__managed_style_02770A3088348A6CBB91,"0.6190965257641201,41.61837578021468,194.3288640397992",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,093C613619347FCE3745,2500428,0.619803633,41.61752378,170.8886656,359.1233738,0,35,1547.369075,absolute,#__managed_style_02770A3088348A6CBB91,"0.6169199135211567,41.61789215965838,191.853939146636",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0A89AA0F0A347FCB4337,2500003,0.620117809,41.61355658,157.8109625,359.1233893,0,35,406.1831641,absolute,#__managed_style_02770A3088348A6CBB91,"0.619151259147166,41.613854655101,191.0469360018772",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,05217AFDE4347FCF3F7C,CATR9403C,0.623758753,41.61808828,207.6816862,359.1233717,0,35,1270.410854,absolute,#__managed_style_02770A3088348A6CBB91,"0.6210546192166211,41.61997736138284,202.7868497605241",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
1LwIyjK85npCXRou8dCOKt_6zalaSv16c,,,,,,,,,,,,,,,,,09A2105847347F8A3FCA,RRH,1,#__managed_style_02770A3088348A6CBB91,0DC6B35D8B347FD1E0E8,2500543,0.622917981,41.62251852,162.6781987,359.1233664,0,35,1020.393905,absolute,#__managed_style_02770A3088348A6CBB91,"0.6246171382472965,41.62153353397901,182.8795339386309",,09A533AB41347F8A7BCA,Work_Zone,#__managed_style_02770A3088348A6CBB91
